time,open,high,low,close
1790203260,30789.25,30790.25,30787.25,30788
1790203320,30788.25,30797,30788,30796.25
1790203380,30796.5,30798.5,30795,30796.75
1790203440,30796.25,30798.75,30795,30795.25
1790203500,30795.5,30796,30792.75,30794.5
1790203560,30794.25,30795,30788.25,30792
1790203620,30792,30799,30792,30795.75
1790203680,30795.75,30797.75,30794.5,30794.5
1790203740,30795.25,30797.75,30793.25,30796
1790203800,30797,30799.75,30795.75,30797.5
1790203860,30797.5,30799,30796.25,30798.5
1790203920,30798.75,30801.75,30795.75,30797
1790203980,30796.75,30798.75,30794.5,30794.75
1790204040,30794.5,30795.25,30791.75,30794.75
1790204100,30795,30796.25,30792,30792.75
1790204160,30793,30794,30791,30793
1790204220,30793.25,30793.5,30791.75,30792.75
1790204280,30793.5,30794.5,30792.5,30793.75
1790204340,30794,30795,30793,30794.5
1790204400,30794,30794.75,30791.5,30792.75
1790204460,30793.25,30797.75,30791.5,30791.5
1790204520,30791.5,30797.5,30790,30796.5
1790204580,30796.75,30797.5,30795.5,30796.5
1790204640,30797,30800,30795.75,30796.25
1790204700,30796.5,30796.5,30791,30793.5
1790204760,30793.75,30794.75,30793,30793.5
1790204820,30794.5,30794.5,30792.5,30793.5
1790204880,30794,30794.25,30792,30793.5
1790204940,30793.25,30795.75,30793.25,30795
1790205000,30794.5,30795.5,30791.25,30791.75
1790205060,30792,30792.75,30789.75,30791
1790205120,30791.75,30793.75,30787.75,30791.25
1790205180,30790.25,30790.25,30783.5,30785.25
1790205240,30785.25,30788.25,30785,30786.75
1790205300,30786.25,30792.5,30785.25,30790.75
1790205360,30791,30792.25,30786,30787
1790205420,30787.25,30788,30782.5,30785.25
1790205480,30785.5,30786.75,30783,30784.25
1790205540,30784.75,30785.75,30766.25,30782.25
1790205600,30782,30784,30777.25,30780
1790205660,30780.25,30780.5,30770,30773.25
1790205720,30772.5,30774.25,30768.25,30772.75
1790205780,30773,30774.5,30769.25,30770
1790205840,30769.75,30771.75,30769,30771
1790205900,30771.25,30774.25,30770.25,30770.5
1790205960,30770.25,30771.5,30768.25,30770.5
1790206020,30770.5,30771.5,30763.5,30769.25
1790206080,30769.25,30772.25,30768,30771.5
1790206140,30771.25,30772,30768.25,30770.5
1790206200,30771,30772.75,30769.5,30772
1790206260,30772,30772,30766,30767
1790206320,30767,30768.5,30766,30768.5
1790206380,30768.75,30769.75,30767,30768.25
1790206440,30767.5,30771.5,30760.75,30768.25
1790206500,30768.75,30770.75,30767.75,30768
1790206560,30767.25,30768.25,30761.5,30766.25
1790206620,30766.25,30772.5,30766,30771
1790206680,30771.5,30773,30769.5,30772.25
1790206740,30772.25,30774.5,30770.75,30771.5
1790206800,30771.25,30777,30771.25,30774.5
1790206860,30775,30776,30771.5,30772.5
1790206920,30772.5,30773.75,30762.75,30763
1790206980,30763,30765.5,30753,30762.5
1790207040,30762.5,30767.5,30762,30766.75
1790207100,30767.5,30771.75,30756.75,30761
1790207160,30761.5,30761.5,30756.5,30758.75
1790207220,30759.5,30764.75,30759.5,30760
1790207280,30759.75,30764.75,30759,30762.75
1790207340,30762.75,30762.75,30753.5,30754.25
1790207400,30753.75,30756,30744,30751.75
1790207460,30752.25,30757.25,30750,30757
1790207520,30757.25,30768.25,30756.75,30761.75
1790207580,30762.25,30767.5,30760.5,30764
1790207640,30763.75,30770,30763.5,30766.5
1790207700,30766.75,30766.75,30758.75,30761.25
1790207760,30761.5,30762.25,30758.75,30761.25
1790207820,30760.25,30762.75,30754,30758.75
1790207880,30758.25,30759.75,30754.25,30755
1790207940,30756,30759.5,30752.5,30753.5
1790208000,30753.5,30761,30751,30754.75
1790208060,30755.25,30755.75,30745.5,30749
1790208120,30748.75,30754.5,30747,30751
1790208180,30750.5,30757.5,30748.25,30752.75
1790208240,30752.25,30756.75,30739.5,30755
1790208300,30755,30756.75,30746.5,30748.5
1790208360,30749,30751.75,30746,30747.5
1790208420,30747.75,30752.75,30745,30748.75
1790208480,30748,30749.5,30744,30747
1790208540,30747.75,30747.75,30742.25,30744.5
1790208600,30744,30745.25,30733.5,30738
1790208660,30738,30738,30723.75,30724.5
1790208720,30724.75,30739.75,30721,30731.5
1790208780,30732,30735.5,30728,30732
1790208840,30732.25,30733.75,30724,30728.5
1790208900,30728.5,30738.5,30725.75,30733.75
1790208960,30734,30744.25,30729.75,30741.25
1790209020,30741.75,30743,30737,30739.25
1790209080,30738.5,30741.25,30735.5,30740.75
1790209140,30741.5,30747.5,30739.5,30745.75
1790209200,30744.75,30750.25,30740.25,30747.25
1790209260,30747.5,30747.5,30739.5,30739.75
1790209320,30739.75,30742,30726.5,30729
1790209380,30729,30732.5,30727,30728
1790209440,30728,30736.5,30727.25,30734.25
1790209500,30733.5,30737,30728.5,30732.5
1790209560,30732.5,30734,30730.25,30733
1790209620,30732.75,30735,30730.25,30732
1790209680,30732.25,30733.5,30728,30731.5
1790209740,30731.5,30737.5,30730.5,30735
1790209800,30734.75,30737,30729.25,30734.75
1790209860,30734.5,30749.5,30733.5,30748.25
1790209920,30747.5,30747.5,30739,30741.5
1790209980,30741.75,30746,30739.75,30744.25
1790210040,30744.25,30746.5,30740,30746.5
1790210100,30746.25,30747,30739,30739.75
1790210160,30739.75,30743.75,30738.25,30740.75
1790210220,30740.25,30740.25,30734,30735.25
1790210280,30735.25,30741,30733.75,30737.75
1790210340,30737.75,30738.75,30735.25,30736.5
1790210400,30736,30736.25,30726.25,30733
1790210460,30733.25,30736.25,30726.75,30728
1790210520,30728,30730.5,30725.5,30727.5
1790210580,30727.5,30728.75,30715,30721.75
1790210640,30721.5,30723.25,30718,30721.25
1790210700,30722.25,30722.5,30712.75,30719.5
1790210760,30719.25,30721.75,30713.75,30715.25
1790210820,30715.25,30715.25,30706.5,30707.5
1790210880,30707.5,30712.25,30705.5,30706.25
1790210940,30706.5,30718.25,30706.25,30715.75
1790211000,30716,30721,30712.5,30712.75
1790211060,30712.75,30715.25,30710.5,30711
1790211120,30711,30713,30703.5,30711
1790211180,30710.75,30711.25,30704.75,30706
1790211240,30706,30708.5,30704.25,30708.25
1790211300,30708,30716.75,30706.5,30714
1790211360,30714.5,30723.25,30710,30718.5
1790211420,30719,30730.75,30718.25,30725.25
1790211480,30726,30729.5,30724.25,30727.25
1790211540,30728,30731.5,30723.5,30725.75
1790211600,30726.25,30733.75,30723.25,30733.5
